,UMCSENT,UNEMPLOYMENT,CPI,GDP,HOUSINGPRICE,FEDFUNDS,SP500,DOLLAR,CPICHANGE,WAGES
2016-07-01,90.0,4.8,240.101,18892.639,379.74,0.39,2148.9019775390625,96.57250061035157,-0.0005037007434789409,347.0
2016-08-01,89.8,4.9,240.545,18892.639,379.74,0.4,2177.482167119565,95.38000023883322,0.0018492217858316895,347.0
2016-09-01,91.2,5.0,241.176,18892.639,379.74,0.4,2157.690964471726,95.46523757207962,0.0026232097944252075,347.0
2016-10-01,87.2,4.9,241.741,19089.379,382.69,0.4,2143.0209379650296,97.73899917602539,0.0023426874979268764,349.0
2016-11-01,93.8,4.7,242.026,19089.379,382.69,0.41,2164.9856887090773,99.7055004119873,0.0011789477167711837,349.0
2016-12-01,98.2,4.7,242.637,19089.379,382.69,0.54,2246.6290457589284,102.01333254859561,0.002524522158776188,349.0
2017-01-01,98.5,4.7,243.618,19280.084,385.42,0.65,2275.1159790039064,101.12199974060059,0.004043076694815628,352.0
2017-02-01,96.3,4.6,244.006,19280.084,385.42,0.66,2329.9105417351975,100.69105329011616,0.0015926573570097524,352.0
2017-03-01,96.9,4.4,243.892,19280.084,385.42,0.79,2366.822170091712,100.75912973155145,-0.00046720162618951733,352.0
2017-04-01,97.0,4.4,244.193,19438.643,394.04,0.9,2359.309454666941,100.04526278847142,0.001234152821740775,354.0
2017-05-01,97.1,4.4,244.004,19438.643,394.04,0.91,2395.345880681818,98.26863653009588,-0.0007739779600562935,354.0
2017-06-01,95.0,4.3,244.163,19438.643,394.04,1.04,2433.98545143821,96.94863683527166,0.0006516286618252209,354.0
2017-07-01,93.4,4.3,244.243,19692.595,400.1,1.15,2454.102502441406,94.8610008239746,0.0003276499715354486,352.0
2017-08-01,96.8,4.4,245.183,19692.595,400.1,1.16,2456.2230702275815,93.17608642578125,0.0038486261632881824,352.0
2017-09-01,95.1,4.3,246.435,19692.595,400.1,1.15,2492.8410400390626,92.32400054931641,0.005106389920997767,352.0
2017-10-01,100.7,4.2,246.626,20037.088,403.42,1.15,2556.9972700639205,93.71954484419389,0.0007750522450138408,345.0
2017-11-01,98.5,4.2,247.284,20037.088,403.42,1.16,2593.605736142113,93.9971440633138,0.002668007428251684,345.0
2017-12-01,95.9,4.1,247.805,20037.088,403.42,1.3,2664.34052734375,93.38800010681152,0.0021068892447551058,345.0
2018-01-01,95.7,4.0,248.859,20328.553,409.09,1.41,2789.8038155691966,90.74476187569755,0.004253344363511546,351.0
2018-02-01,99.7,4.1,249.529,20328.553,409.09,1.42,2705.1552477384867,89.73052617123253,0.0026922876006090224,351.0
2018-03-01,101.4,4.0,249.577,20328.553,409.09,1.51,2702.7738211495534,89.87619127546039,0.000192362410782021,351.0
2018-04-01,98.8,4.0,250.227,20580.912,416.61,1.69,2653.6252092633927,90.2933327811105,0.002604406656061986,351.0
2018-05-01,98.0,3.8,250.792,20580.912,416.61,1.7,2701.4936190518465,93.29954598166726,0.002257949781598212,351.0
2018-06-01,98.2,4.0,251.018,20580.912,416.61,1.82,2754.3528878348216,94.37714276994977,0.0009011451720948305,351.0
2018-07-01,97.9,3.8,251.214,20798.73,421.72,1.91,2793.643357049851,94.59761919294085,0.0007808204989283585,354.0
2018-08-01,96.2,3.8,251.663,20798.73,421.72,1.91,2857.8204292629075,95.48173954175866,0.0017873207703393845,354.0
2018-09-01,100.1,3.7,252.182,20798.73,421.72,1.95,2901.5005139802633,94.73947464792352,0.002062281702117419,354.0
2018-10-01,98.6,3.8,252.772,20917.867,423.16,2.19,2785.4647800611415,95.85260938561481,0.002339580144498754,355.0
2018-11-01,97.5,3.8,252.594,20917.867,423.16,2.2,2723.231422061012,96.76142883300781,-0.0007041919199911595,355.0
2018-12-01,98.3,3.9,252.767,20917.867,423.16,2.27,2567.3073858963817,96.87578984310753,0.0006848935445813442,355.0
2019-01-01,91.2,4.0,252.561,21111.6,427.9,2.4,2607.3899972098216,95.93761880057198,-0.0008149798035343991,355.0
2019-02-01,93.8,3.8,253.319,21111.6,427.9,2.4,2754.8642064144738,96.45842100444592,0.003001255142321968,355.0
2019-03-01,98.4,3.8,254.277,21111.6,427.9,2.41,2803.9837937127977,96.78285689581008,0.0037817929172307974,355.0
2019-04-01,97.2,3.7,255.233,21397.938,435.04,2.42,2903.799979073661,97.35857173374721,0.0037596794047436433,358.0
2019-05-01,100.0,3.6,255.296,21397.938,435.04,2.39,2854.705910422585,97.74181782115589,0.0002468332856644384,358.0
2019-06-01,98.2,3.6,255.213,21397.938,435.04,2.38,2890.165979003906,96.80450057983398,-0.0003251128102280676,358.0
2019-07-01,98.4,3.7,255.802,21717.171,440.59,2.4,2996.1136363636365,97.36590922962536,0.0023078761661827762,360.0
2019-08-01,89.8,3.6,256.036,21717.171,440.59,2.13,2897.450450550426,98.00454503839666,0.0009147700174354512,360.0
2019-09-01,93.2,3.5,256.43,21717.171,440.59,2.04,2982.156005859375,98.59999961853028,0.0015388460997671771,360.0
2019-10-01,95.5,3.6,257.155,21933.217,444.5,1.83,2977.675197435462,98.1730436242145,0.0028272822992627678,362.0
2019-11-01,96.8,3.6,257.879,21933.217,444.5,1.55,3104.9044921875,98.06499977111817,0.00281542260504386,362.0
2019-12-01,99.3,3.6,258.63,21933.217,444.5,1.55,3176.74951171875,97.37666684105282,0.0029122185210892493,362.0
2020-01-01,99.8,3.6,258.906,21727.657,449.66,1.55,3278.202857607887,97.43619028727214,0.0010671615821831182,367.0
2020-02-01,101.0,3.5,259.246,21727.657,449.66,1.58,3277.3141832853617,98.84315852115029,0.0013132179246519993,367.0
2020-03-01,89.1,4.4,258.15,21727.657,449.66,0.65,2652.393632368608,98.8350004716353,-0.004227644785261941,367.0
2020-04-01,71.8,14.8,256.126,19935.444,454.17,0.05,2761.9752255394346,99.91285705566406,-0.007840402866550411,393.0
2020-05-01,72.3,13.2,255.848,19935.444,454.17,0.05,2919.6084838867187,99.55300025939941,-0.0010854032780739375,393.0
2020-06-01,78.1,11.0,257.004,19935.444,454.17,0.08,3104.6609330610795,97.08772798018022,0.004518307745223771,393.0
2020-07-01,72.5,10.2,258.408,21684.551,462.16,0.09,3207.6190962357955,95.51409114490856,0.0054629499929961245,384.0
2020-08-01,74.1,8.4,259.366,21684.551,462.16,0.1,3391.7100190662204,93.0442857288179,0.003707315562985647,384.0
2020-09-01,80.4,7.8,259.951,21684.551,462.16,0.09,3365.516671316964,93.43714287167504,0.002255499949877837,384.0
2020-10-01,81.8,6.8,260.249,22068.767,472.31,0.09,3418.6999955610795,93.40636340054598,0.001146369892787602,376.0
2020-11-01,76.9,6.7,260.895,22068.767,472.31,0.09,3548.99248046875,92.6195011138916,0.0024822381642195523,376.0
2020-12-01,80.7,6.7,262.005,22068.767,472.31,0.09,3695.3100142045455,90.51272721724077,0.0042545851779451915,376.0
2021-01-01,79.0,6.4,262.518,22656.793,483.72,0.09,3793.7484323601975,90.22631554854543,0.001957977901184904,373.0
2021-02-01,76.8,6.2,263.583,22656.793,483.72,0.08,3883.4321160567433,90.65157880281147,0.004056864672137062,373.0
2021-03-01,84.9,6.1,264.91,22656.793,483.72,0.07,3910.5082795516305,92.00913039497708,0.0050344673214888225,373.0
2021-04-01,88.3,6.1,266.752,23368.861,510.6,0.07,4141.176199776785,91.58761887323288,0.006953304896002432,371.0
2021-05-01,82.9,5.8,268.452,23368.861,510.6,0.06,4167.849536132812,90.31799964904785,0.006372960652591075,371.0
2021-06-01,85.5,5.9,270.664,23368.861,510.6,0.08,4238.48954634233,91.03909128362483,0.00823983430929931,371.0
2021-07-01,81.2,5.4,271.994,23921.991,539.04,0.1,4363.712797619048,92.52285802932013,0.004913841515680195,367.0
2021-08-01,70.3,5.1,272.789,23921.991,539.04,0.09,4453.965931285511,92.7999995838512,0.002922858592468769,367.0
2021-09-01,72.8,4.7,273.887,23921.991,539.04,0.08,4445.543317522322,92.99238041469029,0.004025088988192316,367.0
2021-10-01,71.7,4.5,276.434,24777.038,557.56,0.08,4460.707077752976,93.95142800467355,0.00929945561490686,362.0
2021-11-01,67.4,4.1,278.799,24777.038,557.56,0.08,4667.386648995535,95.27095140729632,0.008555387542776849,362.0
2021-12-01,70.6,3.9,280.808,24777.038,557.56,0.08,4674.772771661932,96.19000001387163,0.007205908199096944,362.0
2022-01-01,67.2,4.0,282.39,25215.491,578.0,0.08,4573.815454101563,95.96649971008301,0.005633742628415206,362.0
2022-02-01,62.8,3.8,284.535,25215.491,578.0,0.08,4435.980494449013,95.9968426353053,0.0075958780410072535,362.0
2022-03-01,59.4,3.6,287.553,25215.491,578.0,0.2,4391.265264096467,98.46695676057234,0.010606779482313256,362.0
2022-04-01,65.2,3.7,288.764,25805.791,615.93,0.33,4391.29599609375,100.70849990844727,0.004211397551060259,359.0
2022-05-01,58.4,3.6,291.359,25805.791,615.93,0.77,4040.3600027901784,103.16761888776507,0.00898657727417529,359.0
2022-06-01,50.0,3.6,294.996,25805.791,615.93,1.21,3898.9466843377977,103.8442862374442,0.012482881942895263,359.0
2022-07-01,51.5,3.5,294.977,26272.011,626.0,1.68,3911.7294921875,107.03350028991699,-6.440765298509898e-05,362.0
2022-08-01,58.2,3.6,295.209,26272.011,626.0,2.33,4158.563083814538,107.1495653235394,0.0007865019984609756,362.0
2022-09-01,58.6,3.5,296.341,26272.011,626.0,2.56,3850.5204961867557,110.74333336239769,0.0038345714392176156,362.0
2022-10-01,59.9,3.6,297.863,26734.277,620.54,3.08,3726.050955636161,111.94142804827008,0.005135975109755275,363.0
2022-11-01,56.7,3.6,298.648,26734.277,620.54,3.78,3917.488595145089,108.14000047956195,0.0026354397827190734,363.0
2022-12-01,59.8,3.5,298.812,26734.277,620.54,4.1,3912.3809523809523,104.5028566632952,0.0005491414641987102,363.0
2023-01-01,64.9,3.4,300.356,27164.359,624.05,4.33,3960.656530761719,102.71199913024903,0.0051671284955088215,363.0
2023-02-01,66.9,3.6,301.509,27164.359,624.05,4.57,4079.6847245065787,103.66000004818565,0.0038387779834596625,363.0
2023-03-01,62.0,3.5,301.744,27164.359,624.05,4.65,3968.5591457201085,103.76739137069039,0.0007794128865141747,363.0
2023-04-01,63.7,3.4,303.032,27453.815,643.31,4.83,4121.467362253289,101.764209948088,0.004268519009491323,365.0
2023-05-01,59.0,3.7,303.365,27453.815,643.31,5.06,4146.1731955788355,102.69999937577681,0.0010988938461946596,365.0
2023-06-01,64.2,3.6,304.003,27453.815,643.31,5.08,4345.372837611607,103.11190432593936,0.0021030771512864366,365.0
2023-07-01,71.5,3.5,304.628,27967.697,655.3,5.12,4508.07548828125,101.32749938964844,0.0020559007641371974,366.0
2023-08-01,69.4,3.8,306.187,27967.697,655.3,5.33,4457.358674422554,103.09652179220448,0.005117717347059347,366.0
2023-09-01,67.8,3.8,307.288,27967.697,655.3,5.33,4409.094995117188,105.33149948120118,0.0035958417568349166,366.0
2023-10-01,63.8,3.8,307.531,28296.967,657.26,5.33,4269.400945490057,106.35318235917525,0.0007907890968732456,371.0
2023-11-01,61.3,3.7,308.024,28296.967,657.26,5.33,4460.063313802083,104.52714284261067,0.0016030904201527196,371.0
2023-12-01,69.7,3.7,308.742,28296.967,657.26,5.33,4685.051489257812,102.6830005645752,0.002330987195803047,371.0
2024-01-01,79.0,3.7,309.685,28624.069,664.67,5.33,4804.491513206845,102.97476196289062,0.0030543301526839706,365.0
